Distance(miles);Speed (m/s)
8.3696611079;51.4096
8.3709444412;51.4096
8.3722333301;51.85664
8.373522219;51.85664
8.3748166635;51.85664
8.3761166635;52.30368
8.3774166635;52.30368
8.3787166635;52.30368
8.380022219;52.30368
8.3813333301;52.75072
8.3826499968;52.75072
8.383972219;53.19776
8.3852944412;53.19776
8.3866166635;53.19776
8.3879388857;53.19776
8.3892666635;53.19776
8.3905999968;53.6448
8.3919333301;53.6448
8.3932666635;53.6448
8.3946055523;53.6448
8.3959499968;54.09184
8.3972944412;54.09184
8.3986444412;54.09184
8.3999999968;54.53888
8.4013555523;54.53888
8.4027111079;54.53888
8.404072219;54.53888
8.4054388857;54.98592
8.4068055523;54.98592
8.408172219;54.98592
8.4095388857;54.98592
8.4109111079;54.98592
8.4122888857;55.43296
8.4136666635;55.43296
8.4150444412;55.43296
8.416422219;55.43296
8.4177944412;55.43296
8.4191611079;54.98592
8.420522219;54.98592
8.4218777746;54.53888
8.4232277746;54.53888
8.424572219;54.09184
8.4259111079;54.09184
8.4272444412;53.6448
8.4285777746;53.6448
8.4299055523;53.6448
8.431222219;53.19776
8.4325333301;52.75072
8.4338388857;52.75072
8.4351388857;52.30368
8.4364333301;52.30368
8.4377166634;51.85664
8.4389888857;51.4096
8.4402499968;50.96256
8.4415055523;50.51552
8.4427555523;50.51552
8.4439944412;50.06848
8.445222219;49.62144
8.4464444412;49.1744
8.4476611079;49.1744
8.4488666634;48.72736
8.4500666634;48.28032
8.4512611079;48.28032
8.4524444412;47.83328
8.4536166634;47.38624
8.4547833301;46.9392
8.4559444412;46.9392
8.4570999968;46.49216
8.4582499968;46.49216
8.4593888857;46.04512
8.460522219;45.59808
8.4616499968;45.59808
8.4627666634;45.15104
8.4638777745;44.704
8.4649833301;44.704
8.4660777745;44.25696
8.4671666634;43.80992
8.4682499968;43.80992
8.469322219;43.36288
8.4703888857;42.91584
8.4714499968;42.91584
8.4724999968;42.4688
8.4735444412;42.02176
8.4745833301;42.02176
8.4756166634;41.57472
8.4766444412;41.57472
8.4776666634;41.12768
8.4786833301;41.12768
8.4796888857;40.68064
8.4806888856;40.2336
8.4816833301;40.2336
8.4826666634;39.78656
8.4836444412;39.33952
8.4846166634;39.33952
8.4855833301;38.89248
8.4865444412;38.89248
8.4874944412;38.44544
8.4884388856;37.9984
8.4893833301;37.9984
8.490322219;37.9984
8.4912555523;37.55136
8.4921833301;37.55136
8.4931055523;37.10432
8.494022219;37.10432
8.4949333301;36.65728
8.4958388856;36.65728
8.4967388856;36.21024
8.4976388856;36.21024
8.4985333301;36.21024
8.499422219;35.7632
8.5003055523;35.7632
8.5011833301;35.31616
8.5020555523;35.31616
8.502922219;34.86912
8.5037888856;34.86912
8.5046499968;34.86912
8.5055055523;34.42208
8.5063611079;34.42208
8.5072111079;34.42208
8.5080555523;33.97504
8.5088999968;33.97504
8.5097388856;33.97504
8.510572219;33.528
8.5113999967;33.528
8.512222219;33.08096
8.5130444412;33.08096
8.5138611079;33.08096
8.514672219;32.63392
8.5154777745;32.63392
8.5162777745;32.18688
8.5170777745;32.18688
8.517872219;32.18688
8.5186611079;31.73984
8.5194499967;31.73984
8.5202388856;31.73984
8.5210277745;31.73984
8.5218166634;31.73984
8.5226055523;31.73984
8.5233944412;31.73984
8.5241833301;31.73984
8.5249777745;31.73984
8.5257777745;32.18688
8.5265777745;32.18688
8.5273777745;32.18688
8.5281777745;32.18688
8.5289833301;32.18688
8.5297944412;32.63392
8.5306055523;32.63392
8.5314166634;32.63392
8.5322333301;32.63392
8.5330555523;33.08096
8.5338777745;33.08096
8.5346999967;33.08096
8.5355277745;33.08096
8.5363611079;33.528
8.5371944412;33.528
8.5380277745;33.528
8.5388611078;33.528
8.5396999967;33.528
8.5405444412;33.97504
8.5413888856;33.97504
8.5422333301;33.97504
8.5430777745;33.97504
8.543922219;33.97504
8.544772219;33.97504
8.5456277745;34.42208
8.5464833301;34.42208
8.5473388856;34.42208
8.5481944412;34.42208
8.5490499967;34.42208
8.5499111078;34.42208
8.5507777745;34.86912
8.5516444412;34.86912
8.5525111078;34.86912
8.5533777745;34.86912
8.5542499967;34.86912
8.5551277745;35.31616
8.5560055523;35.31616
8.5568833301;35.31616
8.5577555523;35.31616
8.5586166634;34.86912
8.559472219;34.42208
8.560322219;34.42208
8.5611666634;33.97504
8.5620111078;33.97504
8.5628499967;33.97504
8.5636833301;33.528
8.5645111078;33.528
8.5653333301;33.08096
8.5661555523;33.08096
8.566972219;33.08096
8.5677833301;32.63392
8.5685944412;32.63392
8.5693999967;32.63392
8.5701999967;32.18688
8.5709999967;32.18688
8.5717944412;32.18688
8.5725833301;31.73984
8.5733722189;31.73984
8.5741611078;31.73984
8.5749444412;31.73984
8.5757222189;31.2928
8.5764944412;31.2928
8.5772611078;30.84576
8.5780277745;30.84576
8.5787888856;30.84576
8.5795444412;30.39872
8.5802999967;30.39872
8.5810499967;30.39872
8.5817944412;29.95168
8.5825333301;29.95168
8.5832666634;29.50464
8.5839999967;29.50464
8.5847277745;29.50464
8.5854499967;29.0576
8.5861666634;29.0576
8.5868777745;28.61056
8.5875888856;28.61056
8.5882944412;28.61056
8.5889944412;28.16352
8.5896944412;28.16352
8.5903944412;28.16352
8.5910888856;28.16352
8.5917777745;27.71648
8.5924666634;27.71648
8.5931555523;27.71648
8.5938444412;27.71648
8.5945333301;27.71648
8.5952222189;27.71648
8.5959111078;27.71648
8.5965944412;27.71648
8.5972722189;27.26944
8.5979499967;27.26944
8.5986277745;27.26944
8.5993055523;27.26944
8.59998333;27.26944
8.6006555523;27.26944
8.6013222189;26.8224
8.6019888856;26.8224
8.6026555523;26.8224
8.6033222189;26.8224
8.6039944412;26.8224
8.6046722189;27.26944
8.6053499967;27.26944
8.6060277745;27.26944
8.6067111078;27.26944
8.6073999967;27.71648
8.6080944412;27.71648
8.6087944412;28.16352
8.6094944412;28.16352
8.6101944412;28.16352
8.6108999967;28.16352
8.6116111078;28.61056
8.6123277745;28.61056
8.6130499967;29.0576
8.6137722189;29.0576
8.6144999967;29.0576
8.61523333;29.50464
8.6159666634;29.50464
8.6167055523;29.50464
8.6174499967;29.95168
8.6181999967;29.95168
8.6189611078;30.39872
8.6197277745;30.84576
8.6204944412;30.84576
8.6212666634;30.84576
8.6220444412;31.2928
8.6228277745;31.2928
8.6236166634;31.73984
8.6244111078;31.73984
8.6252111078;32.18688
8.6260166634;32.18688
8.6268277745;32.63392
8.6276444411;32.63392
8.6284666634;33.08096
8.6292944411;33.08096
8.6301277745;33.528
8.6309666634;33.528
8.6318111078;33.97504
8.6326555523;33.97504
8.6334944411;33.97504
8.6343277745;33.528
8.6351611078;33.528
8.6359888856;33.528
8.6368111078;33.08096
8.63763333;33.08096
8.6384499967;33.08096
8.6392611078;32.63392
8.6400722189;32.63392
8.6408777745;32.63392
8.6416777745;32.18688
8.6424777745;32.18688
8.6432722189;32.18688
8.6440611078;31.73984
8.6448444411;31.73984
8.6456222189;31.2928
8.6463944411;31.2928
8.6471611078;30.84576
8.6479222189;30.84576
8.6486777745;30.39872
8.6494277745;30.39872
8.6501722189;29.95168
8.6509111078;29.95168
8.6516444411;29.50464
8.6523777745;29.50464
8.6531055523;29.50464
8.6538222189;29.0576
8.65453333;28.61056
8.6552444411;28.61056
8.6559555522;28.61056
8.6566611078;28.61056
8.6573611078;28.16352
8.6580555522;28.16352
8.6587444411;27.71648
8.6594277745;27.71648
8.6601055522;27.26944
8.6607777745;27.26944
8.6614444411;26.8224
8.6621111078;26.8224
8.6627722189;26.8224
8.6634277745;26.37536
8.66408333;26.37536
8.66473333;26.37536
8.6653777745;25.92832
8.6660166634;25.92832
8.6666499967;25.48128
8.66728333;25.48128
8.6679111078;25.48128
8.66853333;25.03424
8.6691499967;25.03424
8.6697611078;24.5872
8.6703666634;24.5872
8.6709666634;24.14016
8.6715666634;24.14016
8.6721611078;24.14016
8.6727499967;23.69312
8.6733388856;23.69312
8.6739222189;23.69312
8.6744999967;23.24608
8.6750777745;23.24608
8.6756499967;23.24608
8.6762166634;22.79904
8.67678333;22.79904
8.6773444411;22.79904
8.6778999967;22.352
8.6784499967;22.352
8.6789944411;21.90496
8.6795388856;21.90496
8.68008333;21.90496
8.6806222189;21.90496
8.6811555522;21.45792
8.6816888856;21.45792
8.6822166634;21.45792
8.6827388856;21.01088
8.6832611078;21.01088
8.6837777745;21.01088
8.6842888856;20.56384
8.6847999967;20.56384
8.6853055522;20.56384
8.6858055522;20.1168
8.6863055522;20.1168
8.6868055522;20.1168
8.6872999967;20.1168
8.6877888856;19.66976
8.6882777745;19.66976
8.6887666633;19.66976
8.6892555522;19.66976
8.6897444411;19.66976
8.69023333;19.66976
8.6907222189;19.66976
8.6912111078;19.66976
8.6916999967;19.66976
8.6921888856;19.66976
8.69268333;19.66976
8.69318333;20.1168
8.69368333;20.1168
8.69418333;20.1168
8.69468333;20.1168
8.69518333;20.1168
8.6956888856;20.1168
8.6961999967;20.56384
8.6967166633;20.56384
8.6972388856;21.01088
8.6977611078;21.01088
8.69828333;21.01088
8.6988111078;21.01088
8.6993444411;21.45792
8.69988333;21.45792
8.7004277745;21.90496
8.7009722189;21.90496
8.7015166633;21.90496
8.7020611078;21.90496
8.7026111078;21.90496
8.7031666633;22.352
8.7037222189;22.352
8.70428333;22.352
8.7048499967;22.79904
8.7054166633;22.79904
8.70598333;22.79904
8.7065555522;22.79904
8.70713333;23.24608
8.7077166633;23.24608
8.7083055522;23.69312
8.7088944411;23.69312
8.7094888856;23.69312
8.7100888856;24.14016
8.7106944411;24.14016
8.7113055522;24.5872
8.7119166633;24.5872
8.7125277745;24.5872
8.7131444411;24.5872
8.7137722189;25.03424
8.7144055522;25.48128
8.7150444411;25.48128
8.7156944411;25.92832
8.7163499967;26.37536
8.7170111078;26.37536
8.7176777744;26.8224
8.7183499967;26.8224
8.7190277744;27.26944
8.7197111078;27.26944
8.7203999967;27.71648
8.7210944411;27.71648
8.7217999967;28.16352
8.7225111078;28.61056
8.7232277744;28.61056
8.7239499967;29.0576
8.7246777744;29.0576
8.7254166633;29.50464
8.7261611078;29.95168
8.7269111078;29.95168
8.7276722189;30.39872
8.7284388856;30.84576
8.7292111078;30.84576
8.7299888856;31.2928
8.7307722189;31.2928
8.7315611078;31.73984
8.7323555522;31.73984
8.7331611078;32.18688
8.7339722189;32.63392
8.7347888856;32.63392
8.7356111078;33.08096
8.7364388856;33.08096
8.7372722189;33.528
8.7381111078;33.528
8.7389611078;33.97504
8.7398166633;34.42208
8.7406777744;34.42208
8.7415444411;34.86912
8.7424166633;34.86912
8.7432999967;35.31616
8.7441888855;35.7632
8.74508333;35.7632
8.74598333;36.21024
8.7468888855;36.21024
8.7478055522;36.65728
8.7487277744;37.10432
8.7496555522;37.10432
8.7505888855;37.55136
8.7515277744;37.55136
8.7524722189;37.9984
8.7534222189;37.9984
8.7543777744;38.44544
8.7553388855;38.44544
8.7563055522;38.89248
8.7572722189;38.89248
8.7582444411;38.89248
8.7592277744;39.33952
8.7602166633;39.78656
8.7612111078;39.78656
8.7622111078;40.2336
8.7632111078;40.2336
8.7642111078;40.2336
8.7652111078;40.2336
8.7662111078;40.2336
8.7672166633;40.2336
8.7682277744;40.68064
8.7692388855;40.68064
8.7702499967;40.68064
8.7712666633;40.68064
8.7722888855;41.12768
8.7733166633;41.12768
8.7743499966;41.57472
8.77538333;41.57472
8.7764222189;41.57472
8.7774666633;42.02176
8.7785166633;42.02176
8.7795722189;42.4688
8.7806277744;42.4688
8.7816888855;42.4688
8.7827555522;42.91584
8.7838277744;42.91584
8.7849055522;43.36288
8.78598333;43.36288
8.7870666633;43.36288
8.7881555522;43.80992
8.7892499966;43.80992
8.7903499966;44.25696
8.7914499966;44.25696
8.7925555522;44.25696
8.7936666633;44.704
8.79478333;44.704
8.7959055522;45.15104
8.7970277744;45.15104
8.7981555522;45.15104
8.7992888855;45.59808
8.8004277744;45.59808
8.8015722189;46.04512
8.8027166633;46.04512
8.8038666633;46.04512
8.8050222189;46.49216
8.8061777744;46.49216
8.8073388855;46.49216
8.8085055522;46.9392
8.8096722189;46.9392
8.8108444411;46.9392
8.8120222189;47.38624
8.8131999966;47.38624
8.81438333;47.38624
8.8155722189;47.83328
8.8167611077;47.83328
8.8179555522;47.83328
8.8191611077;48.28032
8.8203722189;48.72736
8.82158333;48.72736
8.8227944411;48.72736
8.8240055522;48.72736
8.8252166633;48.72736
8.82643333;48.72736
8.8276555522;49.1744
8.8288777744;49.1744
8.8300999966;49.1744
8.8313277744;49.1744
8.8325611077;49.62144
8.8337944411;49.62144
8.8350277744;49.62144
8.8362611077;49.62144
8.8374944411;49.62144
8.8387277744;49.62144
8.8399611077;49.62144
8.8411944411;49.62144
8.8424277744;49.62144
8.8436611077;49.62144
8.8448888855;49.62144
8.8461111077;49.1744
8.84733333;49.1744
8.8485555522;49.1744
8.8497777744;49.1744
8.8509944411;49.1744
8.8522055522;48.72736
8.8534166633;48.72736
8.8546222188;48.72736
8.8558222188;48.28032
8.8570222188;48.28032
8.8582222188;48.28032
8.8594166633;48.28032
8.8606055522;47.83328
8.8617944411;47.83328
8.8629777744;47.83328
8.8641555522;47.38624
8.8653333299;47.38624
8.8665111077;47.38624
8.8676833299;47.38624
8.8688499966;46.9392
8.8700166633;46.9392
8.8711833299;46.9392
8.8723499966;46.9392
8.8735166633;46.9392
8.8746833299;46.9392
8.8758499966;46.9392
8.8770166633;46.9392
8.8781833299;46.9392
8.8793499966;46.9392
8.8805166633;46.9392
8.8816777744;46.9392
8.8828333299;46.49216
8.8839833299;46.49216
8.8851277744;46.04512
8.8862666633;46.04512
8.8873999966;45.59808
8.8885333299;45.59808
8.8896611077;45.59808
8.8907833299;45.15104
8.8919055522;45.15104
8.8930222188;45.15104
8.8941333299;44.704
8.895244441;44.704
8.8963499966;44.704
8.8974499966;44.25696
8.8985499966;44.25696
8.899644441;44.25696
8.9007333299;43.80992
8.9018166633;43.80992
8.902894441;43.36288
8.9039722188;43.36288
8.905044441;43.36288
8.9061111077;42.91584
8.9071777744;42.91584
8.9082388855;42.91584
8.909294441;42.4688
8.9103499966;42.4688
8.9113999966;42.4688
8.912444441;42.02176
8.9134833299;42.02176
8.9145166633;41.57472
8.915544441;41.57472
8.9165666633;41.12768
8.9175833299;41.12768
8.918594441;40.68064
8.9196055521;40.68064
8.9206111077;40.68064
8.9216111077;40.2336
8.9226055521;40.2336
8.923594441;39.78656
8.9245833299;39.78656
8.9255666633;39.78656
8.926544441;39.33952
8.9275166633;39.33952
8.9284833299;38.89248
8.929444441;38.89248
8.930394441;38.44544
8.9313388855;37.9984
8.9322777744;37.9984
8.9332055521;37.55136
8.9341277744;37.10432
8.935044441;37.10432
8.9359555521;36.65728
8.9368611077;36.65728
8.9377611077;36.21024
8.9386555521;36.21024
8.939544441;35.7632
8.9404277744;35.7632
8.9412999966;35.31616
8.9421666633;34.86912
8.9430333299;34.86912
8.943894441;34.86912
8.9447499966;34.42208
8.9455999966;34.42208
8.946444441;33.97504
8.9472833299;33.97504
8.9481166632;33.528
8.948944441;33.528
8.9497666632;33.08096
8.9505833299;33.08096
8.951394441;32.63392
8.9521999966;32.63392
8.9529999966;32.18688
8.9537999966;32.18688
8.954594441;32.18688
8.9553833299;31.73984
8.9561666632;31.73984
8.956944441;31.2928
8.9577222188;31.2928
8.9584999966;31.2928
8.9592777744;31.2928
8.9600555521;31.2928
8.9608333299;31.2928
8.9616111077;31.2928
8.9623833299;31.2928
8.9631555521;30.84576
8.9639333299;31.2928
8.9647111077;31.2928
8.9654888855;31.2928
8.9662666632;31.2928
8.967044441;31.2928
8.9678277744;31.2928
8.9686166632;31.73984
8.9694055521;31.73984
8.970194441;31.73984
8.9709888855;31.73984
8.9717888855;32.18688
8.9725888855;32.18688
8.9733888855;32.18688
8.974194441;32.18688
8.9750055521;32.63392
8.9758166632;32.63392
8.9766333299;32.63392
8.9774499966;33.08096
8.9782666632;32.63392
8.9790888855;33.08096
8.9799111077;33.08096
8.9807388855;33.08096
8.9815722188;33.528
8.9824055521;33.528
8.9832388855;33.528
8.9840777743;33.528
8.9849222188;33.97504
8.9857666632;33.97504
8.9866111077;33.97504
8.9874611077;33.97504
8.9883166632;34.42208
8.9891722188;34.42208
8.9900333299;34.42208
8.9908999966;34.86912
8.9917666632;34.86912
8.9926333299;34.86912
8.9934999966;34.86912
8.9943722188;34.86912
8.9952499966;35.31616
8.9961277743;35.31616
8.9970055521;35.31616
8.9978833299;35.31616
8.9987611077;35.31616
8.9996388855;35.31616
9.0005166632;35.31616
9.0013888855;35.31616
9.0022555521;34.86912
9.0031222188;34.86912
9.0039833299;34.86912
9.0048388854;34.42208
9.0056888854;34.42208
9.0065333299;33.97504
9.0073777743;33.97504
9.0082166632;33.97504
9.0090499966;33.528
9.0098777743;33.528
9.0106999966;33.08096
9.0115222188;33.08096
9.0123388854;33.08096
9.0131499966;32.63392
9.0139611077;32.63392
9.0147722188;32.63392
9.0155833299;32.63392
9.016394441;32.63392
9.0171999966;32.63392
9.0180055521;32.18688
9.0188166632;32.63392
9.0196277743;32.63392
9.0204388854;32.63392
9.0212499966;32.63392
9.0220611077;32.63392
9.0228722188;32.63392
9.0236833299;32.63392
9.024494441;32.63392
9.0253055521;32.63392
9.0261222188;32.63392
9.026944441;33.08096
9.0277666632;33.08096
9.0285888854;33.08096
9.0294111077;33.08096
9.0302388854;33.08096
9.0310722188;33.528
9.0319055521;33.528
9.0327388854;33.528
9.0335777743;33.528
9.0344222188;33.97504
9.0352666632;33.97504
9.0361166632;33.97504
9.0369722188;34.42208
9.0378277743;34.42208
9.0386888854;34.42208
9.0395555521;34.86912
9.0404222188;34.86912
9.041294441;34.86912
9.0421722188;35.31616
9.0430499965;35.31616
9.0439333299;35.31616
9.0448222188;35.7632
9.0457111077;35.7632
9.0465999965;35.7632
9.0474888854;35.7632
9.0483777743;35.7632
9.0492666632;35.7632
9.0501555521;35.7632
9.051044441;35.7632
9.0519333299;35.7632
9.0528222188;35.7632
9.0537111077;35.7632
9.0545999965;35.7632
9.055494441;35.7632
9.0563888854;36.21024
9.0572777743;35.7632
9.0581722188;35.7632
9.0590722188;36.21024
9.0599722188;36.21024
9.0608777743;36.21024
9.0617888854;36.65728
9.0626999965;36.65728
9.0636111076;36.65728
9.0645222188;36.65728
9.0654388854;36.65728
9.0663611076;37.10432
9.0672888854;37.10432
9.0682222188;37.55136
9.0691555521;37.55136
9.0700888854;37.55136
9.0710277743;37.55136
9.0719722188;37.9984
9.0729166632;37.9984
9.0738611076;37.9984
9.0748111076;37.9984
9.0757666632;38.44544
9.0767277743;38.44544
9.077694441;38.89248
9.0786611076;38.89248
9.0796333299;38.89248
9.0806111076;39.33952
9.0815888854;39.33952
9.0825722188;39.33952
9.0835611076;39.78656
9.0845555521;39.78656
9.0855555521;40.2336
9.0865611076;40.2336
9.0875722188;40.68064
9.0885833299;40.68064
9.0895999965;40.68064
9.0906222188;41.12768
9.091644441;41.12768
9.0926722187;41.12768
9.0937055521;41.57472
9.0947388854;41.57472
9.0957777743;41.57472
9.0968222187;42.02176
9.0978666632;42.02176
9.0989166632;42.02176
9.0999722187;42.4688
9.1010277743;42.4688
9.1020888854;42.4688
9.1031555521;42.91584
9.1042277743;42.91584
9.1053055521;43.36288
9.1063888854;43.36288
9.1074777743;43.80992
9.1085666632;43.80992
9.1096611076;43.80992
9.1107611076;44.25696
9.1118611076;44.25696
9.1129666632;44.25696
9.1140777743;44.704
9.1151888854;44.704
9.1163055521;44.704
9.1174277743;45.15104
9.1185499965;45.15104
9.1196722187;45.15104
9.1207999965;45.15104
9.1219333298;45.59808
9.1230666632;45.59808
9.1241999965;45.59808
9.1253388854;45.59808
9.1264833298;46.04512
9.1276277743;46.04512
9.1287777743;46.04512
9.1299333298;46.49216
9.1310888854;46.49216
9.132244441;46.49216
9.1334055521;46.49216
9.1345722187;46.9392
9.1357388854;46.9392
9.1369055521;46.9392
9.1380777743;46.9392
9.1392555521;47.38624
9.1404333298;47.38624
9.1416166632;47.38624
9.1428055521;47.83328
9.143994441;47.83328
9.1451833298;47.83328
9.1463777743;47.83328
9.1475777743;48.28032
9.1487777743;48.28032
9.1499833298;48.28032
9.1511944409;48.72736
9.1524055521;48.72736
9.1536166632;48.72736
9.1548333298;48.72736
9.1560555521;49.1744
9.1572777743;49.1744
9.1584999965;49.1744
9.1597222187;49.1744
9.1609388854;49.1744
9.1621499965;48.72736
9.1633611076;48.72736
9.1645722187;48.72736
9.1657777743;48.72736
9.1669722187;48.28032
9.1681611076;47.83328
9.1693444409;47.83328
9.1705166632;47.38624
9.1716833298;46.9392
9.1728499965;46.9392
9.1740111076;46.9392
9.1751666632;46.49216
9.1763166632;46.49216
9.1774611076;46.04512
9.178605552;46.04512
9.1797444409;46.04512
9.1808777743;45.59808
9.182005552;45.59808
9.1831277743;45.15104
9.1842444409;45.15104
9.185355552;44.704
9.1864611076;44.704
9.1875611076;44.25696
9.188655552;44.25696
9.1897444409;43.80992
9.1908277743;43.80992
9.191905552;43.36288
9.1929777743;43.36288
9.1940388854;42.91584
9.1950944409;42.4688
9.1961499965;42.4688
9.1971999965;42.4688
9.1982444409;42.02176
9.1992833298;42.02176
9.2003166632;41.57472
9.2013444409;41.57472
9.2023666632;41.12768
9.2033833298;41.12768
9.2043944409;40.68064
9.2053999965;40.68064
9.2063999965;40.2336
9.2073999965;40.2336
9.2083944409;40.2336
9.2093833298;39.78656
9.2103722187;39.78656
9.211355552;39.78656
9.2123333298;39.33952
9.2133111076;39.33952
9.2142888854;39.33952
9.2152666631;39.33952
9.2162388854;39.33952
9.217205552;38.89248
9.2181722187;38.89248
9.2191388854;38.89248
9.220105552;38.89248
9.2210722187;38.89248
9.2220388854;38.89248
9.223005552;38.89248
9.2239777743;38.89248
9.2249499965;39.33952
9.2259222187;38.89248
9.2268999965;39.33952
9.2278777743;39.33952
9.228855552;39.33952
9.2298333298;39.33952
9.2308111076;39.33952
9.2317888854;39.33952
9.2327666631;39.33952
9.2337444409;39.33952
9.2347166631;39.33952
9.2356833298;38.89248
9.2366444409;38.89248
9.2375999965;38.44544
9.238555552;38.44544
9.2395111076;38.44544
9.2404611076;38.44544
9.241405552;37.9984
9.2423499965;37.9984
9.2432888854;37.9984
9.2442222187;37.55136
9.245155552;37.55136
9.2460833298;37.55136
9.247005552;37.10432
9.2479277742;37.10432
9.2488444409;37.10432
9.249755552;36.65728
9.2506611076;36.65728
9.2515611076;36.21024
9.2524611076;36.21024
9.253355552;36.21024
9.2542444409;35.7632
9.2551333298;35.7632
9.2560166631;35.7632
9.2568888854;35.31616
9.257755552;34.86912
9.2586166631;34.86912
9.2594722187;34.42208
9.2603222187;34.42208
9.2611666631;33.97504
9.2620111076;33.97504
9.2628499965;33.97504
9.2636833298;33.528
9.2645111076;33.528
9.2653333298;33.08096
9.266155552;33.08096
9.2669722187;33.08096
9.2677833298;32.63392
9.2685888853;32.63392
9.2693888853;32.18688
9.2701888853;32.18688
9.2709888853;32.18688
9.2717833298;32.18688
9.2725722187;31.73984
9.273355552;31.73984
9.2741333298;31.2928
9.2749111076;31.2928
9.2756833298;31.2928
9.2764499965;30.84576
9.2772111076;30.84576
9.2779666631;30.39872
9.2787222187;30.39872
9.2794722187;30.39872
9.2802166631;29.95168
9.280955552;29.95168
9.2816888853;29.50464
9.2824222187;29.50464
9.2831499965;29.50464
9.2838722187;29.0576
9.2845944409;29.0576
9.2853166631;29.0576
9.2860333298;29.0576
9.2867444409;28.61056
9.287455552;28.61056
9.2881666631;28.61056
9.2888777742;28.61056
9.2895888853;28.61056
9.2902999965;28.61056
9.2910111076;28.61056
9.2917222187;28.61056
9.2924333298;28.61056
9.2931444409;28.61056
9.293855552;28.61056
9.2945666631;28.61056
9.2952777742;28.61056
9.2959888853;28.61056
9.296705552;28.61056
9.2974277742;29.0576
9.2981499964;29.0576
9.2988722187;29.0576
9.2995999964;29.0576
9.3003333298;29.50464
9.3010666631;29.50464
9.301805552;29.50464
9.3025499964;29.95168
9.3032944409;29.95168
9.3040444409;29.95168
9.304805552;30.39872
9.3055722187;30.84576
9.3063388853;30.84576
9.3071111076;30.84576
9.3078888853;31.2928
9.3086722187;31.2928
9.3094611076;31.73984
9.3102499964;31.73984
9.3110444409;31.73984
9.3118444409;32.18688
9.3126499964;32.18688
9.3134611076;32.63392
9.3142777742;32.63392
9.3150999964;33.08096
9.3159277742;33.08096
9.3167611076;33.528
9.3175944409;33.528
9.3184277742;33.528
9.3192666631;33.528
9.3201166631;33.97504
9.3209722187;34.42208
9.3218333298;34.42208
9.3226999964;34.86912
9.3235666631;34.86912
9.3244388853;34.86912
9.3253166631;35.31616
9.3261999964;35.31616
9.3270888853;35.7632
9.3279777742;35.7632
9.3288722187;35.7632
9.3297722187;36.21024
9.3306722187;36.21024
9.3315722187;36.21024
9.3324666631;36.21024
9.333355552;35.7632
9.3342444409;35.7632
9.3351277742;35.7632
9.336005552;35.31616
9.3368777742;35.31616
9.3377444409;34.86912
9.338605552;34.86912
9.3394611075;34.42208
9.3403111075;34.42208
9.341155552;33.97504
9.3419944409;33.97504
9.3428277742;33.528
9.343655552;33.528
9.3444777742;33.08096
9.3452944409;33.08096
9.346105552;32.63392
9.3469111075;32.63392
9.3477111075;32.18688
9.3485111075;32.18688
9.349305552;32.18688
9.3500944409;31.73984
9.3508833298;31.73984
9.3516666631;31.73984
9.3524444409;31.2928
9.3532166631;31.2928
9.3539833298;30.84576
9.3547444409;30.84576
9.3554999964;30.39872
9.3562499964;30.39872
9.3569944409;29.95168
9.3577333298;29.95168
9.3584666631;29.50464
9.3591944409;29.50464
9.3599166631;29.0576
9.3606333298;29.0576
9.3613444409;28.61056
9.362055552;28.61056
9.3627611075;28.61056
9.3634611075;28.16352
9.364155552;28.16352
9.3648444409;27.71648
9.3655277742;27.71648
9.366205552;27.26944
9.3668777742;27.26944
9.3675444409;26.8224
9.368205552;26.8224
9.3688611075;26.37536
9.3695111075;26.37536
9.370155552;25.92832
9.3707944409;25.92832
9.3714277742;25.48128
9.3720611075;25.48128
9.3726888853;25.48128
9.3733111075;25.03424
9.3739277742;25.03424
9.3745333298;24.5872
9.3751333298;24.14016
9.3757277742;24.14016
9.3763166631;23.69312
9.3768888853;23.69312
9.3774444409;22.352
9.3779999964;22.352
9.3785611075;22.352
9.3791277742;22.79904
9.3796888853;22.79904
9.3802444409;22.352
9.3807944409;22.352
9.3813388853;21.90496
9.3818777742;21.90496
9.3824111075;21.45792
9.3829444409;21.45792
9.3834722186;21.45792
9.3839944409;21.01088
9.3845111075;21.01088
9.3850166631;20.56384
9.3855166631;20.1168
9.3860166631;20.1168
9.3865166631;20.1168
9.3870111075;20.1168
9.3874999964;19.66976
9.3879888853;19.66976
9.3884722186;19.66976
9.3889499964;19.22272
9.3894277742;19.22272
9.389905552;19.22272
9.3903777742;19.22272
9.3908444409;18.77568
9.3913111075;18.77568
9.3917722186;18.77568
9.3922277742;18.32864
9.3926833297;18.32864
9.3931388853;18.32864
9.3935944409;18.32864
9.3940499964;18.32864
9.394505552;18.32864
9.3949611075;18.32864
9.3954166631;18.32864
9.3958722186;18.32864
9.3963277742;18.32864
9.3967833297;18.32864
9.3972388853;18.32864
9.3976944409;18.32864
9.3981499964;18.32864
9.398605552;18.32864
9.3990611075;18.32864
9.3995166631;18.32864
9.3999722186;18.32864
9.4004277742;18.32864
9.4008833297;18.32864
9.4013388853;18.32864
9.4017999964;18.32864
9.4022666631;18.77568
9.4027333297;18.77568
9.4031999964;18.77568
9.4036666631;18.77568
9.4041388853;18.77568
9.4046166631;19.22272
9.4050944409;19.22272
9.4055722186;19.22272
9.406055552;19.22272
9.4065444409;19.66976
9.4070333297;19.66976
